Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
162,Shai Gilgeous-Alexander,PG,24,OKC,64,64,35.5,10.4,20.3,0.51,0.9,2.5,0.35,9.5,17.9,0.532,0.532,9.7,10.7,0.904,0.9,3.9,4.8,5.4,1.7,1,2.9,2.7,31.3
163,Anthony Gill,PF,30,WAS,53,5,9.9,1.1,2,0.571,0.1,0.4,0.136,1.1,1.6,0.687,0.586,0.8,1,0.782,0.6,0.9,1.5,0.5,0.1,0.2,0.2,1.1,3.1
164,Rudy Gobert,C,30,MIN,65,65,30.9,5.2,7.9,0.661,0,0,0,5.2,7.8,0.665,0.661,3.3,5.1,0.645,3.3,8.4,11.7,1.2,0.8,1.4,1.8,3.1,13.7
165,Jordan Goodwin,PG,24,WAS,56,4,17.1,2.3,5.1,0.458,0.6,1.6,0.337,1.8,3.4,0.516,0.512,0.8,1.1,0.754,0.9,2.2,3.1,2.4,0.9,0.4,0.8,1.5,6
166,Aaron Gordon,PF,27,DEN,63,63,30,6.3,11,0.575,0.9,2.6,0.35,5.4,8.4,0.644,0.616,2.9,4.6,0.623,2.3,4.1,6.5,2.9,0.8,0.7,1.5,1.9,16.4
167,Eric Gordon,SG,34,TOT,65,54,29,4.3,9.6,0.449,1.9,5.1,0.373,2.4,4.4,0.536,0.549,2.2,2.6,0.82,0.2,1.7,2,2.7,0.6,0.4,1.5,1.2,12.7
167,Eric Gordon,SG,34,HOU,47,47,30.2,4.5,10.2,0.439,1.8,5.2,0.347,2.7,5,0.536,0.528,2.3,2.9,0.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1,13.1
167,Eric Gordon,SG,34,LAC,18,7,26,3.8,7.9,0.483,2.2,4.8,0.448,1.7,3.1,0.536,0.619,1.7,2.1,0.838,0.2,1.5,1.7,2.2,0.6,0.4,0.9,1.7,11.6
168,Devonte' Graham,PG,27,TOT,70,6,18.1,2.2,5.9,0.378,1.6,4.6,0.356,0.6,1.3,0.456,0.517,1.3,1.7,0.77,0.3,1.4,1.7,2.7,0.6,0.2,0.7,1.1,7.4
168,Devonte' Graham,PG,27,NOP,53,0,15.3,1.6,4.4,0.368,1.2,3.6,0.347,0.4,0.8,0.463,0.511,0.8,1.1,0.746,0.2,1.1,1.4,2.2,0.6,0.2,0.5,0.9,5.3
168,Devonte' Graham,PG,27,SAS,17,6,26.9,4.2,10.7,0.39,2.9,7.8,0.368,1.3,2.9,0.449,0.525,2.9,3.7,0.794,0.4,2.3,2.7,4.4,0.7,0.4,1.4,1.5,14.2
169,Jerami Grant,PF,28,POR,63,63,35.7,6.9,14.5,0.475,2.3,5.7,0.401,4.6,8.8,0.523,0.554,4.4,5.4,0.813,0.8,3.7,4.5,2.4,0.8,0.8,1.8,2.4,20.5
170,A.J. Green,SG,23,MIL,33,0,9.7,1.5,3.5,0.44,1.3,2.9,0.433,0.3,0.6,0.474,0.621,0.1,0.1,1,0.2,1,1.2,0.6,0.2,0,0.3,0.9,4.5
171,Danny Green,SG,35,TOT,9,0,9.8,1,2.6,0.391,0.9,2,0.444,0.1,0.6,0.2,0.565,0.1,0.1,1,0.2,0.6,0.8,0.2,0.3,0.1,0.7,1.1,3
171,Danny Green,SG,35,MEM,3,0,14.3,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0,0,,0.3,1,1.3,0.7,0.3,0,1,2,3
171,Danny Green,SG,35,CLE,6,0,7.5,1,2,0.5,0.8,1.7,0.5,0.2,0.3,0.5,0.708,0.2,0.2,1,0.2,0.3,0.5,0,0.3,0.2,0.5,0.7,3
172,Draymond Green,PF,32,GSW,68,68,31.5,3.5,6.5,0.532,0.6,1.8,0.311,2.9,4.7,0.616,0.575,1,1.5,0.703,0.8,6.4,7.3,6.9,1,0.8,2.7,3.1,8.5
173,Jalen Green,SG,20,HOU,71,71,34.1,7.4,17.7,0.415,2.5,7.4,0.335,4.9,10.4,0.472,0.485,4.7,6,0.788,0.6,3.2,3.8,3.6,0.8,0.3,2.7,1.7,21.9
174,JaMychal Green,PF,32,GSW,56,1,14,2.4,4.5,0.54,0.8,2,0.382,1.7,2.5,0.664,0.624,0.9,1.2,0.776,1.3,2.4,3.6,0.9,0.4,0.4,0.9,1.9,6.5
175,Javonte Green,SG,29,CHI,31,1,15.1,2,3.4,0.575,0.4,1.1,0.382,1.5,2.3,0.667,0.637,0.9,1.4,0.674,0.9,1.9,2.7,0.7,0.7,0.7,0.6,1.7,5.3
176,Jeff Green,PF,36,DEN,51,3,19.3,2.9,5.8,0.498,0.5,1.7,0.292,2.4,4.1,0.587,0.542,1.5,2,0.74,0.6,1.8,2.5,1.2,0.4,0.3,0.8,1.8,7.8
177,Josh Green,SG,22,DAL,57,21,25.4,3.4,6.4,0.533,1.1,2.8,0.404,2.3,3.6,0.634,0.622,1.2,1.6,0.723,0.9,2,2.9,1.7,0.7,0.1,1.2,2.6,9.2
178,AJ Griffin,SF,19,ATL,67,11,19.3,3.4,7.4,0.467,1.4,3.6,0.381,2.1,3.8,0.547,0.559,0.6,0.6,0.905,0.5,1.6,2.1,1,0.6,0.2,0.6,1.2,8.8
179,Blake Griffin,C,33,BOS,35,14,14.1,1.7,3.4,0.492,0.6,1.7,0.345,1.1,1.7,0.633,0.576,0.5,0.7,0.615,1.1,2.6,3.7,1.3,0.3,0.2,0.5,1.9,4.3
180,Quentin Grimes,SG,22,NYK,66,61,29.3,3.7,8,0.457,2,5.4,0.376,1.6,2.6,0.624,0.584,1,1.3,0.791,0.7,2.6,3.3,2,0.6,0.4,1,2.5,10.4
181,Rui Hachimura,PF,24,TOT,57,9,23.4,4.5,9.3,0.483,0.9,2.5,0.338,3.6,6.7,0.538,0.529,1.4,1.9,0.748,0.8,3.5,4.3,0.9,0.3,0.4,0.9,1.1,11.2
181,Rui Hachimura,PF,24,WAS,30,0,24.3,5.3,10.8,0.488,1,3,0.337,4.3,7.8,0.545,0.534,1.5,1.9,0.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13
181,Rui Hachimura,PF,24,LAL,27,9,22.3,3.6,7.6,0.475,0.7,2.1,0.339,2.9,5.5,0.527,0.522,1.3,1.8,0.735,0.9,3.4,4.4,0.6,0.3,0.3,0.5,0.9,9.2
182,Tyrese Haliburton,PG,22,IND,56,56,33.6,7.4,15,0.49,2.9,7.2,0.4,4.5,7.8,0.572,0.586,3.1,3.6,0.871,0.6,3.1,3.7,10.4,1.6,0.4,2.5,1.2,20.7
183,Jordan Hall,SF,21,SAS,9,0,9.2,1,3.1,0.321,0.3,1.7,0.2,0.7,1.4,0.462,0.375,0.8,1,0.778,0.3,1,1.3,1.2,0.1,0,0.8,0.7,3.1
184,R.J. Hampton,PG,21,TOT,41,1,15.5,2.1,4.9,0.425,0.9,2.4,0.364,1.2,2.5,0.485,0.515,1.3,1.7,0.757,0.4,1.3,1.7,1.2,0.6,0.1,1,1,6.3
184,R.J. Hampton,PG,21,ORL,26,0,13.9,1.9,4.4,0.439,0.7,2,0.34,1.2,2.3,0.525,0.518,1.2,1.4,0.838,0.3,1.2,1.5,1.3,0.6,0.2,0.8,0.8,5.7
184,R.J. Hampton,PG,21,DET,15,1,18.3,2.3,5.7,0.407,1.2,3.1,0.391,1.1,2.7,0.425,0.512,1.5,2.2,0.667,0.5,1.6,2.1,1,0.5,0.1,1.2,1.3,7.3
185,Tim Hardaway Jr.,SG,30,DAL,68,42,30.3,4.7,11.9,0.394,2.9,7.8,0.379,1.8,4.2,0.423,0.517,1.7,2.3,0.766,0.3,3.2,3.5,1.7,0.7,0.2,0.9,1.7,14.1
186,James Harden,PG,33,PHI,54,54,37,6.4,14.6,0.438,2.8,7.3,0.383,3.6,7.3,0.492,0.534,5.6,6.5,0.864,0.7,5.6,6.3,10.9,1.2,0.5,3.4,1.9,21.3
187,Jaden Hardy,SG,20,DAL,43,3,14.7,3,6.8,0.435,1.3,3.2,0.417,1.6,3.6,0.452,0.534,1.5,1.7,0.84,0.2,1.6,1.8,1.3,0.4,0.1,1,1.4,8.8
188,Ron Harper Jr.,SF,22,TOR,5,0,3.2,0.8,1.6,0.5,0.4,1,0.4,0.4,0.6,0.667,0.625,0,0,,0.2,0.2,0.4,0,0,0,0,0,2
189,Montrezl Harrell,C,29,PHI,53,7,12,2.1,3.6,0.598,0,0.1,0,2.1,3.5,0.608,0.598,1.1,1.6,0.69,1.2,1.5,2.7,0.6,0.3,0.5,0.6,1.4,5.4
190,Gary Harris,SG,28,ORL,45,39,24.9,3,6.5,0.46,2,4.6,0.44,1,1.9,0.512,0.617,0.6,0.7,0.9,0.4,1.6,2,1.2,1,0.2,0.6,2,8.6
191,Joe Harris,SG,31,BRK,69,33,21,2.7,6,0.456,1.9,4.5,0.425,0.8,1.5,0.548,0.615,0.2,0.3,0.625,0.3,2,2.3,1.4,0.4,0.2,0.6,2,7.6
192,Kevon Harris,SG,25,ORL,31,0,12.4,1.1,2.7,0.41,0.4,1,0.367,0.7,1.7,0.434,0.476,0.7,0.9,0.815,0.8,1.1,1.9,0.4,0.5,0.1,0.5,1.4,3.3
193,Tobias Harris,PF,30,PHI,71,71,33.1,5.8,11.6,0.503,1.7,4.4,0.395,4.1,7.2,0.57,0.578,1.6,1.8,0.874,0.9,4.9,5.8,2.5,0.9,0.5,1.2,2,15
194,Josh Hart,SF-SG,27,TOT,71,51,32.4,3.7,6.9,0.535,0.8,2.2,0.378,2.9,4.7,0.608,0.595,1.7,2.3,0.75,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.9
194,Josh Hart,SF,27,POR,51,51,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5
194,Josh Hart,SG,27,NYK,20,0,30,4,6.4,0.622,1.3,2.2,0.568,2.7,4.2,0.651,0.72,1.8,2.3,0.8,1.9,4.9,6.7,3.7,1.5,0.5,1.6,2.6,11
195,Isaiah Hartenstein,C,24,NYK,77,7,19.8,2.1,4,0.526,0.1,0.5,0.216,2,3.5,0.569,0.539,0.6,0.8,0.719,2.6,3.9,6.6,1.1,0.6,0.8,0.8,2.6,4.9
196,Udonis Haslem,C,42,MIA,6,1,7.7,0.2,2,0.083,0,0.3,0,0.2,1.7,0.1,0.083,0.2,0.3,0.5,0.7,0.7,1.3,0,0.2,0.2,0,1.3,0.5
197,Sam Hauser,PF,25,BOS,74,5,15.7,2.1,4.7,0.45,1.7,4,0.418,0.5,0.7,0.63,0.627,0.2,0.2,0.706,0.4,2.1,2.5,0.8,0.3,0.3,0.3,1.3,6.1
198,Jaxson Hayes,C,22,NOP,46,2,13.2,1.9,3.4,0.555,0.1,0.6,0.103,1.8,2.7,0.659,0.565,1.3,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,1.5,5.1
199,Killian Hayes,PG,21,DET,70,50,27.6,3.9,10.6,0.372,1,3.7,0.281,2.9,6.9,0.421,0.421,0.9,1.2,0.786,0.3,2.5,2.8,6.1,1.4,0.3,2.2,2.9,9.9
200,Gordon Hayward,SF,32,CHO,50,50,31.5,5.5,11.6,0.475,1,3.2,0.325,4.5,8.4,0.532,0.52,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2,1.4,14.7
201,Juancho Hernangómez,PF,27,TOR,42,10,14.6,1.1,2.7,0.421,0.4,1.6,0.254,0.7,1.1,0.66,0.496,0.2,0.4,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1,2.9
202,Willy Hernangómez,C,28,NOP,38,2,12.1,2.3,4.4,0.527,0.1,0.3,0.273,2.3,4.2,0.544,0.536,2.1,2.7,0.779,1.5,3.2,4.7,0.9,0.4,0.3,1,1.7,6.9
203,Tyler Herro,SG,23,MIA,63,63,35.3,7.4,16.8,0.441,3.1,8.1,0.378,4.3,8.6,0.5,0.533,2.5,2.7,0.93,0.4,5,5.5,4.2,0.8,0.3,2.4,1.6,20.4
204,Buddy Hield,SF,30,IND,75,73,31.6,6,13.2,0.454,3.6,8.6,0.421,2.4,4.6,0.514,0.591,1.3,1.6,0.826,0.9,4.2,5,2.8,1.2,0.3,1.8,2,16.9
205,Haywood Highsmith,SF,26,MIA,51,9,17.5,1.7,3.9,0.429,0.7,2,0.35,1,1.9,0.516,0.52,0.2,0.5,0.462,1,2.4,3.3,0.7,0.7,0.3,0.7,1.5,4.3
206,George Hill,PG,36,TOT,44,1,18,1.6,3.5,0.455,0.6,2,0.322,1,1.5,0.627,0.545,0.9,1.1,0.76,0.3,1.5,1.8,2.3,0.6,0.1,0.7,1.2,4.7
206,George Hill,PG,36,MIL,35,0,19.1,1.7,3.8,0.447,0.7,2.1,0.311,1,1.7,0.621,0.534,1,1.3,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5
206,George Hill,PG,36,IND,9,1,14,1.2,2.4,0.5,0.6,1.4,0.385,0.7,1,0.667,0.614,0.4,0.4,1,0.1,1.4,1.6,1.4,0.7,0.3,0.6,1.1,3.4
207,Malcolm Hill,SF,27,CHI,5,0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0.625,0,0,,0,0.6,0.6,0,0,0,0,0.2,1
208,Aaron Holiday,PG,26,ATL,58,5,13.5,1.5,3.5,0.423,0.6,1.4,0.418,0.9,2.1,0.426,0.505,0.4,0.5,0.833,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9
209,Jrue Holiday,PG,32,MIL,63,61,32.7,7.3,15.3,0.477,2.3,6.2,0.38,5,9.2,0.542,0.554,2.4,2.8,0.862,1.2,3.8,5,7.3,1.2,0.4,2.9,1.8,19.4
210,Justin Holiday,SG,33,TOT,43,2,15.2,1.6,4.3,0.383,1,3,0.336,0.6,1.2,0.5,0.503,0,0.1,0.5,0.1,1,1.1,0.9,0.4,0.4,0.5,1.5,4.3
210,Justin Holiday,SG,33,ATL,28,0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0.504,0,0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5
210,Justin Holiday,SG,33,DAL,15,2,16.1,1.5,3.9,0.379,0.9,2.9,0.318,0.5,0.9,0.571,0.5,0.1,0.3,0.5,0.1,1.5,1.6,0.9,0.7,0.5,0.6,1.7,4
211,Richaun Holmes,C,29,SAC,38,1,8.4,1.3,2,0.667,0.1,0.1,0.8,1.2,1.8,0.657,0.693,0.4,0.5,0.789,0.7,1.3,1.9,0.1,0.1,0.3,0.4,1.3,3.1
212,Al Horford,C,36,BOS,60,60,30.6,3.6,7.5,0.477,2.3,5,0.447,1.3,2.5,0.537,0.626,0.3,0.4,0.714,1.2,5.1,6.2,3,0.5,1,0.6,1.9,9.7
213,Talen Horton-Tucker,SG,22,UTA,62,17,19.5,3.7,8.8,0.419,0.9,3,0.291,2.8,5.8,0.487,0.47,1.6,2.2,0.734,0.6,2.5,3.1,3.6,0.6,0.5,1.9,1.7,9.9
214,Danuel House Jr.,SF,29,PHI,50,4,14.1,1.5,3.2,0.475,0.7,1.9,0.351,0.8,1.3,0.656,0.579,0.6,0.9,0.696,0.2,1.5,1.6,0.7,0.3,0.2,0.5,1.2,4.3
215,Caleb Houstan,SF,20,ORL,46,2,15.3,1.2,3.3,0.368,0.8,2.4,0.339,0.4,0.9,0.45,0.493,0.2,0.3,0.846,0.7,1.4,2,0.5,0.2,0.1,0.3,1.3,3.5
216,Trevor Hudgins,PG,23,HOU,5,0,5.6,0.4,1.8,0.222,0.4,1.6,0.25,0,0.2,0,0.333,0.6,0.6,1,0,0,0,0.6,0,0,0.2,0.2,1.8
217,Kevin Huerter,SG,24,SAC,70,70,29.6,5.6,11.5,0.489,2.8,6.8,0.409,2.9,4.7,0.602,0.609,1.3,1.9,0.723,0.6,2.8,3.4,3,1.1,0.3,1.3,2.4,15.4
218,Jay Huff,C,24,WAS,3,0,4,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,1.7,1.7,1,0,1.3,1.3,0.3,0,0,0.7,0.3,2.3
219,De'Andre Hunter,SF,25,ATL,65,65,32,5.7,12.3,0.459,1.5,4.3,0.351,4.2,8,0.516,0.52,2.6,3.1,0.823,0.7,3.6,4.3,1.4,0.5,0.3,1.2,3,15.4
220,Bones Hyland,PG,22,TOT,51,1,19.3,4.1,10.2,0.403,2.1,5.6,0.38,2,4.6,0.432,0.508,1.6,1.9,0.844,0.4,1.9,2.3,3.2,0.7,0.3,1.5,1.7,12
220,Bones Hyland,PG,22,DEN,42,1,19.5,4.1,10.3,0.399,2.2,5.7,0.378,2,4.6,0.425,0.503,1.7,2,0.866,0.2,1.8,2,3,0.7,0.3,1.6,1.6,12.1
220,Bones Hyland,PG,22,LAC,9,0,18.4,4.1,9.7,0.425,2,5.1,0.391,2.1,4.6,0.463,0.529,1.1,1.6,0.714,0.9,2.6,3.4,4,0.9,0.2,1.2,2.3,11.3
221,Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1
222,Andre Iguodala,SF,39,GSW,8,0,14.1,0.9,1.9,0.467,0.1,1.1,0.111,0.8,0.8,1,0.5,0.3,0.4,0.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1
223,Joe Ingles,SF,35,MIL,41,0,22.9,2.4,5.5,0.432,1.8,4.5,0.404,0.6,1.1,0.545,0.595,0.4,0.5,0.857,0.3,2.7,3,3.2,0.7,0.1,1.2,1.8,7
224,Brandon Ingram,SF,25,NOP,39,39,33.3,8.8,18.3,0.479,1.6,3.9,0.404,7.2,14.4,0.499,0.522,5,5.6,0.882,0.4,4.7,5.1,5.4,0.6,0.4,3.2,2.6,24.1
225,Kyrie Irving,PG,30,TOT,57,57,37,9.8,19.9,0.489,3.2,8.4,0.378,6.6,11.6,0.57,0.569,4.1,4.6,0.901,1,4.1,5.1,5.5,1.1,0.8,2.2,2.7,26.8
225,Kyrie Irving,PG,30,BRK,40,40,37,10,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4,4.5,0.883,1,4.2,5.1,5.3,1,0.8,2.3,2.7,27.1
225,Kyrie Irving,PG,30,DAL,17,17,37.2,9.3,18.6,0.498,2.9,7.5,0.391,6.4,11.1,0.571,0.577,4.6,4.9,0.94,1.1,4.1,5.2,5.9,1.2,0.6,1.9,2.8,26.1
226,Jonathan Isaac,PF,25,ORL,11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.472,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,0.5,5
227,Jaden Ivey,SG,20,DET,68,67,30.6,5.3,12.8,0.414,1.5,4.5,0.342,3.8,8.3,0.453,0.474,3.6,4.9,0.74,1,2.9,3.9,5,0.8,0.3,3.1,3.2,15.8
228,Frank Jackson,PG,24,UTA,1,0,5,0,3,0,0,1,0,0,2,0,0,0,0,,1,1,2,1,0,0,0,0,0
229,Isaiah Jackson,C,21,IND,58,9,16,2.8,5,0.562,0,0.2,0.143,2.8,4.8,0.583,0.566,1.4,2.1,0.65,1.8,2.6,4.3,0.8,0.5,1.4,0.8,2.4,7
230,Jaren Jackson Jr.,C,23,MEM,58,58,28.1,6.4,12.7,0.503,1.5,4.4,0.34,4.9,8.3,0.59,0.562,3.6,4.7,0.779,1.7,5.1,6.7,0.9,1.1,3.1,1.7,3.6,17.9
231,Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9
232,Quenton Jackson,PG,24,WAS,4,0,2.8,0.8,1.5,0.5,0.3,0.8,0.333,0.5,0.8,0.667,0.583,0,0,,0.3,0,0.3,0.3,0.3,0,0,0.3,1.8
233,Reggie Jackson,PG,32,TOT,62,38,24.6,3.8,9.4,0.405,1.4,4.1,0.342,2.4,5.2,0.455,0.481,1.1,1.2,0.905,0.4,1.7,2.1,3.4,0.7,0.1,1.7,1.7,10.1
233,Reggie Jackson,PG,32,LAC,52,38,25.7,4.1,9.8,0.418,1.5,4.2,0.35,2.6,5.6,0.469,0.493,1.2,1.3,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9
233,Reggie Jackson,PG,32,DEN,10,0,18.6,2.2,7,0.314,1.1,3.7,0.297,1.1,3.3,0.333,0.393,0.6,0.8,0.75,0.2,1.2,1.4,3,0.5,0.1,1.1,1.3,6.1
234,LeBron James,PF,38,LAL,49,48,35.8,11.2,22.3,0.502,2.1,6.7,0.306,9.1,15.5,0.587,0.549,4.8,6.3,0.765,1.2,7.1,8.4,6.8,0.9,0.5,3.2,1.7,29.2
235,Ty Jerome,SG,25,GSW,44,2,18.5,2.7,5.5,0.488,0.8,2,0.389,1.9,3.5,0.546,0.56,0.9,0.9,0.927,0.2,1.6,1.8,3.1,0.5,0.1,0.7,1.5,7
236,Isaiah Joe,SG,23,OKC,69,10,18.8,3.1,6.9,0.45,2.2,5.4,0.418,0.8,1.5,0.569,0.614,1,1.2,0.826,0.4,2,2.4,1.2,0.6,0.1,0.5,1.4,9.4
237,Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,0.5,0,0.5,0,0.8,1,0.75,0.5,0.3,0.5,0.5,0.5,2,2.5,0.3,0.3,0,1,0.8,1.8
238,Cameron Johnson,PF,26,TOT,37,36,28,5.2,11.4,0.46,2.6,6.4,0.403,2.6,5,0.533,0.573,2.4,2.9,0.83,0.8,3.5,4.3,1.8,1.1,0.4,0.8,2,15.4
238,Cameron Johnson,PF,26,PHO,17,16,25.2,4.8,10.2,0.474,2.6,5.8,0.455,2.2,4.4,0.5,0.604,1.6,1.9,0.818,0.8,3,3.8,1.5,0.9,0.4,0.6,1.7,13.9
238,Cameron Johnson,PF,26,BRK,20,20,30.4,5.6,12.4,0.449,2.5,6.9,0.365,3.1,5.5,0.555,0.551,3.1,3.7,0.836,0.7,4,4.7,2.1,1.4,0.4,1,2.3,16.7
239,Jalen Johnson,SF,21,ATL,64,6,14.5,2,4.3,0.48,0.4,1.4,0.292,1.6,2.9,0.571,0.527,0.7,1,0.652,0.7,3.2,3.9,1,0.5,0.4,0.5,1.5,5.2
240,James Johnson,PF,35,IND,16,1,8.6,1,2.4,0.421,0.2,0.8,0.231,0.8,1.6,0.52,0.461,0.3,0.5,0.5,0.1,1.3,1.4,0.7,0.3,0.4,0.3,1.8,2.4
241,Keldon Johnson,SF,23,SAS,61,61,32.8,8,17.6,0.453,2.1,6.4,0.332,5.8,11.1,0.524,0.514,3.9,5.2,0.748,0.9,4.2,5.1,2.9,0.7,0.2,2.1,2,22
242,Keon Johnson,SG,20,POR,40,0,10.4,1.7,4.5,0.376,0.7,2,0.346,1,2.4,0.402,0.455,0.7,1,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7
243,Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8
244,Nikola Jokić,C,27,DEN,67,67,33.9,9.5,15,0.634,0.9,2.2,0.39,8.7,12.8,0.676,0.663,5.1,6.1,0.823,2.5,9.4,11.9,9.9,1.2,0.7,3.5,2.6,24.9
245,Carlik Jones,PG,25,CHI,3,0,8,0.3,1.7,0.2,0,0.3,0,0.3,1.3,0.25,0.2,0.3,1.3,0.25,0.3,0.7,1,0.7,0,0,0.3,0.3,1
246,Damian Jones,C,27,TOT,36,1,10.3,1.1,1.9,0.588,0.2,0.3,0.5,0.9,1.6,0.607,0.632,0.5,0.7,0.76,1,1.8,2.8,0.3,0.2,0.6,0.5,1.2,2.9
246,Damian Jones,C,27,LAL,22,1,8,0.9,1.7,0.541,0,0.1,0,0.9,1.5,0.588,0.541,0.7,0.9,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5
246,Damian Jones,C,27,UTA,14,0,13.9,1.4,2.2,0.645,0.4,0.6,0.667,1,1.6,0.636,0.742,0.3,0.4,0.8,1.3,1.9,3.1,0.5,0.2,0.6,0.6,1.8,3.6
247,Derrick Jones Jr.,SF,25,CHI,59,0,14,1.8,3.6,0.505,0.4,1.2,0.333,1.4,2.4,0.587,0.559,1,1.3,0.759,0.9,1.4,2.4,0.6,0.4,0.6,0.4,1.4,5
248,Herbert Jones,SF,24,NOP,60,60,29,3.5,7.5,0.46,0.8,2.5,0.303,2.7,5,0.54,0.511,1.8,2.4,0.741,1.5,2.5,4,2.4,1.6,0.6,1.3,3.2,9.4
249,Kai Jones,C,22,CHO,41,0,10.7,1.3,2.3,0.585,0.1,0.3,0.25,1.3,2,0.634,0.601,0.4,0.6,0.739,0.9,1.8,2.7,0.2,0.3,0.5,0.6,1.4,3.2
250,Tre Jones,PG,23,SAS,62,59,29.1,4.9,11,0.448,0.6,2.3,0.269,4.3,8.6,0.496,0.476,2.1,2.4,0.86,0.8,2.7,3.4,6.3,1.4,0.1,1.6,1.5,12.5
251,Tyus Jones,PG,26,MEM,75,21,24.2,4,8.9,0.443,1.5,4,0.38,2.4,4.9,0.495,0.528,1,1.3,0.792,0.4,2.1,2.5,5.1,1,0.1,0.9,0.4,10.5
252,DeAndre Jordan,C,34,DEN,35,5,14.3,2.1,2.8,0.773,0,0,1,2.1,2.7,0.771,0.778,0.5,1.2,0.439,1.2,3.6,4.8,0.9,0.2,0.6,1.2,1.9,4.8
253,Cory Joseph,PG,31,DET,56,2,18.8,2.3,5.3,0.423,1,2.6,0.378,1.3,2.8,0.465,0.513,1,1.2,0.809,0.3,1.3,1.6,3.4,0.5,0.1,0.9,1.4,6.4
254,Nikola Jović,PF,19,MIA,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5
255,Johnny Juzang,SF,21,UTA,14,0,12,1.8,5.2,0.342,0.9,3.5,0.245,0.9,1.7,0.542,0.425,0.1,0.3,0.5,0.2,1.6,1.9,0.5,0.2,0.2,0.1,0.8,4.6
256,Mfiondu Kabengele,PF,25,BOS,2,0,7,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,1.5,1,2.5,0,0,0,0.5,1.5,1
257,Frank Kaminsky,C,29,TOT,34,0,6.3,0.8,1.6,0.491,0.4,0.9,0.4,0.4,0.7,0.6,0.6,0.4,0.5,0.875,0.1,1.2,1.3,0.8,0.2,0.1,0.3,0.6,2.4
257,Frank Kaminsky,C,29,ATL,26,0,6.8,1,1.7,0.568,0.4,0.9,0.478,0.5,0.8,0.667,0.693,0.4,0.5,0.833,0.1,1.3,1.4,0.8,0.2,0,0.3,0.8,2.7
257,Frank Kaminsky,C,29,HOU,8,0,4.8,0.3,1.4,0.182,0.1,0.9,0.143,0.1,0.5,0.25,0.227,0.5,0.5,1,0.1,1,1.1,0.9,0.1,0.3,0,0.1,1.1
258,Trevor Keels,SG,19,NYK,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,,0.375,0,0,,0,0.7,0.7,0,0,0,0,0,1
259,Luke Kennard,SG,26,TOT,55,12,21.6,3,6.3,0.485,2.1,4.3,0.489,0.9,2,0.477,0.653,0.6,0.7,0.946,0.2,2.3,2.5,1.5,0.5,0.1,0.8,1.4,8.8
