Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
359,Jordan Nwora,SF,24,TOT,57,9,18.4,2.9,6.7,0.438,1.3,3.2,0.42,1.6,3.6,0.453,0.536,1,1.3,0.787,0.8,2.8,3.5,1.3,0.4,0.2,1.1,1.1,8.3
359,Jordan Nwora,SF,24,MIL,38,3,15.7,2,5.2,0.386,1.1,2.7,0.392,0.9,2.5,0.379,0.487,1,1.1,0.86,0.8,2.3,3.1,1,0.3,0.2,0.9,0.9,6
359,Jordan Nwora,SF,24,IND,19,6,23.8,4.8,9.8,0.492,1.9,4.2,0.456,2.9,5.7,0.519,0.588,1.2,1.7,0.688,0.8,3.6,4.5,1.9,0.6,0.3,1.4,1.6,12.7
360,Royce O'Neale,SF,29,BRK,71,52,31.8,3,7.8,0.39,2.2,5.4,0.396,0.9,2.4,0.375,0.528,0.7,0.9,0.731,0.8,4.3,5.1,3.6,0.9,0.6,1.5,3.1,8.9
361,Chuma Okeke,SF,24,ORL,23,7,18.1,1.5,4.1,0.362,0.9,2.8,0.308,0.6,1.3,0.483,0.468,0.7,0.9,0.762,1,2.5,3.5,1.1,0.5,0.4,0.5,1.5,4.5
362,Josh Okogie,SG,24,PHO,66,20,18.1,2.2,5.7,0.395,0.9,2.7,0.328,1.4,3,0.455,0.472,1.8,2.5,0.726,1.5,1.9,3.4,1.4,0.8,0.5,0.9,1.6,7.2
363,Onyeka Okongwu,C,22,ATL,74,17,23.2,4,6.1,0.645,0,0.1,0.25,3.9,6,0.652,0.648,1.9,2.5,0.769,2.8,4.5,7.2,1,0.7,1.3,1,3.2,9.8
364,Isaac Okoro,SF,22,CLE,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4
365,KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,1.3
366,Victor Oladipo,SG,30,MIA,40,2,26.4,3.6,9.2,0.387,1.5,4.7,0.309,2.1,4.5,0.469,0.466,1.5,1.9,0.773,0.4,2.7,3.1,3.4,1.3,0.3,2,2.3,10
367,Kelly Olynyk,C,31,UTA,63,63,28.3,4,8.1,0.494,1.3,3.5,0.385,2.6,4.6,0.578,0.578,2.9,3.4,0.859,1.2,4.7,5.9,3.6,0.9,0.5,2.3,3.4,12.2
368,Eugene Omoruyi,SF,25,TOT,36,5,15.6,2.4,5.3,0.458,0.5,1.9,0.269,1.9,3.5,0.56,0.505,1,1.5,0.673,1.1,1.7,2.8,0.6,0.6,0.1,0.8,2.4,6.4
368,Eugene Omoruyi,SF,25,OKC,23,2,11.8,1.9,4.1,0.468,0.3,1.3,0.258,1.6,2.7,0.571,0.511,0.7,1.2,0.607,1,1.3,2.3,0.5,0.6,0,0.7,2,4.9
368,Eugene Omoruyi,SF,25,DET,13,3,22.2,3.4,7.5,0.449,0.8,2.8,0.278,2.6,4.8,0.548,0.5,1.5,2.1,0.741,1.4,2.3,3.7,0.9,0.7,0.2,0.9,3,9.1
369,Cedi Osman,SF,27,CLE,72,0,20.5,3.1,7,0.449,1.5,4.1,0.363,1.7,2.9,0.572,0.556,0.9,1.4,0.684,0.3,2,2.3,1.5,0.5,0.1,0.7,1.6,8.7
370,Kelly Oubre Jr.,SF,27,CHO,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3
371,Chris Paul,PG,37,PHO,55,55,31.9,4.9,11.3,0.433,1.5,4.3,0.359,3.4,7,0.478,0.501,2.3,2.8,0.832,0.5,3.8,4.3,9.1,1.6,0.4,1.9,2.1,13.7
372,Cameron Payne,PG,28,PHO,44,14,21,4.1,9.8,0.42,1.5,4,0.373,2.6,5.7,0.452,0.497,1.1,1.4,0.758,0.3,2,2.3,4.6,0.7,0.2,1.8,1.8,10.8
373,Gary Payton II,PG,30,TOT,17,1,16.4,1.6,2.6,0.6,0.6,1.1,0.526,1,1.5,0.654,0.711,0.4,0.4,1,0.7,1.8,2.5,1.4,1,0.1,0.8,1.8,4.1
373,Gary Payton II,PG,30,POR,15,1,17,1.6,2.7,0.585,0.6,1.1,0.529,1,1.6,0.625,0.695,0.3,0.3,1,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1
373,Gary Payton II,PG,30,GSW,2,0,12,1.5,2,0.75,0.5,1,0.5,1,1,1,0.875,1,1,1,1,0.5,1.5,0.5,0.5,0.5,0.5,0.5,4.5
374,Theo Pinson,SG,27,DAL,38,0,6.6,0.5,1.6,0.328,0.4,1.2,0.341,0.1,0.4,0.294,0.451,0.2,0.3,0.818,0.2,0.9,1.1,0.8,0.1,0,0.3,0.7,1.7
375,Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.375,0.8,1.5,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3
376,Mason Plumlee,C,32,TOT,74,60,26.6,4.3,6.3,0.679,0,0,,4.3,6.3,0.679,0.679,2.6,4.1,0.631,3,6.2,9.2,3.2,0.6,0.6,1.5,2.7,11.1
376,Mason Plumlee,C,32,CHO,56,56,28.5,4.7,7.1,0.669,0,0,,4.7,7.1,0.669,0.669,2.8,4.6,0.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2
376,Mason Plumlee,C,32,LAC,18,4,20.5,2.8,3.8,0.735,0,0,,2.8,3.8,0.735,0.735,2.1,2.8,0.76,1.8,5.9,7.7,1.8,0.5,0.6,1.4,2.2,7.7
377,Jakob Poeltl,C,27,TOT,66,65,26.7,5.5,8.7,0.631,0,0,0,5.5,8.7,0.632,0.631,1.8,2.9,0.601,3.3,5.9,9.2,2.8,1,1.2,1.8,2.8,12.7
377,Jakob Poeltl,C,27,SAS,46,46,26.1,5.2,8.4,0.616,0,0,0,5.2,8.4,0.618,0.616,1.7,2.8,0.605,3.3,5.7,9,3.1,0.8,1.1,2.1,2.6,12.1
377,Jakob Poeltl,C,27,TOR,20,19,28.3,6.1,9.2,0.663,0,0,,6.1,9.2,0.663,0.663,1.9,3.2,0.594,3.3,6.3,9.6,2.3,1.4,1.5,1.2,3.3,14.1
378,Aleksej Pokusevski,PF,21,OKC,33,25,20.9,3.2,7.5,0.435,1.2,3.1,0.373,2.1,4.4,0.479,0.512,0.7,1.1,0.629,1.4,3.4,4.8,1.9,0.6,1.3,1.3,1.8,8.3
379,Jordan Poole,PG,23,GSW,77,42,30.4,6.8,15.7,0.43,2.6,7.8,0.333,4.2,7.9,0.525,0.512,4.3,5,0.872,0.4,2.4,2.8,4.5,0.8,0.2,3.1,2.5,20.4
380,Kevin Porter Jr.,PG,22,HOU,55,55,34.1,6.5,14.9,0.438,2.2,6.3,0.35,4.3,8.6,0.502,0.512,3.5,4.5,0.785,1.3,4.2,5.5,5.8,1.3,0.3,3.2,2.6,18.7
381,Michael Porter Jr.,SF,24,DEN,58,58,29,6.4,12.9,0.491,3,7.2,0.422,3.3,5.8,0.577,0.608,1.6,1.9,0.811,1,4.5,5.4,1.1,0.6,0.5,1.1,2,17.3
382,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5
383,Bobby Portis,PF,27,MIL,65,20,25.9,5.6,11.2,0.498,1.2,3.5,0.345,4.4,7.8,0.566,0.551,1.4,1.8,0.781,2.2,7.3,9.5,1.5,0.4,0.2,1.2,1.7,13.8
384,Kristaps Porziņģis,C,27,WAS,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3,23.2
385,Micah Potter,PF,24,UTA,5,0,5.4,1.2,1.6,0.75,0.4,0.6,0.667,0.8,1,0.8,0.875,0,0,,0.2,0.4,0.6,0.6,0,0,0.2,0.6,2.8
386,Dwight Powell,C,31,DAL,72,60,19.4,2.7,3.7,0.727,0,0.1,0,2.7,3.6,0.741,0.727,1.5,2.3,0.669,2,2.2,4.2,0.9,0.7,0.3,0.9,2.8,6.9
387,Norman Powell,SG,29,LAC,55,7,25.7,5.5,11.6,0.474,2,4.9,0.408,3.5,6.7,0.523,0.561,3.5,4.4,0.802,0.4,2.5,2.9,1.7,0.8,0.3,1.7,2,16.6
388,Jason Preston,PG,23,LAC,13,0,9.4,1.4,3.2,0.439,0.4,1.4,0.278,1,1.8,0.565,0.5,0,0.2,0,0.2,1.5,1.7,2.1,0.2,0,0.8,0.5,3.2
389,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7
390,Taurean Prince,SF,28,MIN,49,4,21.8,3.2,6.7,0.482,1.4,3.4,0.396,1.9,3.3,0.571,0.583,1.1,1.3,0.862,0.3,2.1,2.4,1.7,0.5,0.3,1.3,2.3,9
391,Payton Pritchard,PG,25,BOS,46,2,12.5,1.8,4.6,0.39,0.9,2.8,0.331,0.8,1.7,0.488,0.493,0.2,0.3,0.733,0.5,1,1.5,1,0.3,0,0.7,0.8,4.7
392,Trevelin Queen,SG,25,IND,7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.276,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3
393,Neemias Queta,C,23,SAC,4,0,6.3,1.5,2,0.75,0,0,,1.5,2,0.75,0.75,0,0.5,0,1,1.3,2.3,0.3,0,0.3,0.3,1.8,3
394,Immanuel Quickley,PG,23,NYK,76,17,28.6,4.9,11,0.448,1.9,5.4,0.36,3,5.6,0.531,0.536,2.4,3,0.813,0.7,3.3,4,3.3,0.9,0.2,1.1,2,14.2
395,Julius Randle,PF,28,NYK,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1
396,Austin Reaves,SG,24,LAL,58,16,28.3,3.9,7.4,0.521,1.2,3.3,0.379,2.6,4.2,0.632,0.604,3.4,3.9,0.86,0.5,2.5,3,3.2,0.6,0.3,1.5,1.7,12.4
397,Cam Reddish,SF,23,TOT,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1,0.4,1.2,1.8,9.7
397,Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,0.449,0.9,2.8,0.304,2.2,4,0.55,0.511,1.5,1.7,0.879,0.4,1.2,1.6,1,0.8,0.4,0.8,1.6,8.4
397,Cam Reddish,SF,23,POR,20,12,27.6,3.9,8.8,0.443,1.4,4.4,0.318,2.5,4.4,0.568,0.523,1.8,2.1,0.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2,11
398,Davon Reed,SG,27,TOT,41,1,8.2,0.7,2,0.325,0.4,1.1,0.37,0.2,0.9,0.27,0.428,0.4,0.6,0.667,0.2,1.2,1.4,0.5,0.3,0.1,0.5,1,2.1
398,Davon Reed,SG,27,DEN,35,1,9,0.7,2.3,0.313,0.5,1.3,0.364,0.3,1,0.25,0.413,0.4,0.6,0.75,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1,2.3
398,Davon Reed,SG,27,LAL,6,0,3.7,0.3,0.5,0.667,0.2,0.3,0.5,0.2,0.2,1,0.833,0.2,0.7,0.25,0.2,0.3,0.5,0.3,0.2,0,0,0.5,1
399,Paul Reed,C,23,PHI,63,0,10.4,1.6,2.8,0.592,0,0.1,0,1.6,2.7,0.606,0.592,0.5,0.7,0.721,1.5,2.1,3.6,0.3,0.6,0.7,0.6,1.8,3.8
400,Naz Reid,C,23,MIN,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5
401,Jared Rhoden,SG,23,DET,8,0,9.3,0.8,2.1,0.353,0.1,1,0.125,0.6,1.1,0.556,0.382,0.3,0.3,1,1,1,2,0.3,0.3,0,0.1,1.1,1.9
402,Nick Richards,C,25,CHO,61,8,18.7,3,4.9,0.622,0,0,,3,4.9,0.622,0.622,2,2.7,0.743,2.3,4,6.3,0.6,0.2,1.1,0.9,2.4,8.1
403,Josh Richardson,SG,29,TOT,59,10,23.9,3.9,9,0.437,1.7,4.7,0.366,2.2,4.3,0.514,0.532,1.2,1.4,0.852,0.7,2.1,2.7,2.9,1.1,0.3,1.4,1.8,10.7
403,Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,0.436,1.8,4.9,0.357,2.5,4.7,0.518,0.527,1.3,1.4,0.883,0.7,2.1,2.8,3.3,1,0.3,1.5,1.7,11.5
403,Josh Richardson,SG,29,NOP,17,4,24.3,3.2,7.2,0.439,1.6,4.1,0.391,1.6,3.2,0.5,0.549,0.9,1.2,0.762,0.5,1.9,2.5,1.9,1.5,0.5,1,2.2,8.9
404,Austin Rivers,SG,30,MIN,52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9
405,Duncan Robinson,SF,28,MIA,38,0,16.3,2.1,5.6,0.37,1.5,4.5,0.337,0.5,1,0.513,0.507,0.6,0.7,0.923,0.2,1.4,1.6,1.1,0.3,0,0.6,1.7,6.3
406,Mitchell Robinson,C,24,NYK,55,54,27,3.1,4.5,0.69,0,0,,3.1,4.5,0.69,0.69,0.9,1.9,0.491,4.2,4.7,9,0.8,0.9,1.7,0.6,2.7,7.2
407,Orlando Robinson,C,22,MIA,29,1,13.7,1.6,3,0.535,0,0.2,0,1.6,2.8,0.568,0.535,0.7,1,0.724,1.5,2.6,4.1,0.7,0.4,0.4,0.5,1.8,3.9
408,Jeremiah Robinson-Earl,PF,22,OKC,41,19,18.8,2.6,5.7,0.455,0.9,2.6,0.333,1.8,3.2,0.554,0.53,0.8,1,0.825,1.7,2.5,4.2,1,0.6,0.3,0.5,1.6,6.9
409,Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3,4.1
410,David Roddy,PF,21,MEM,64,3,17.2,2.5,5.8,0.429,0.9,3,0.3,1.6,2.9,0.563,0.505,0.6,1,0.631,0.7,2,2.7,0.7,0.5,0.3,0.8,1.5,6.5
411,Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9
412,Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6
413,Terrence Ross,SG,31,TOT,57,9,21.4,3.3,7.5,0.438,1.6,4.2,0.385,1.7,3.3,0.505,0.546,0.4,0.6,0.781,0.3,2,2.4,1.4,0.6,0.1,0.7,1.6,8.6
413,Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2,1.3,0.6,0.2,0.9,1.3,8
413,Terrence Ross,SG,31,PHO,15,0,18.2,3.9,8.5,0.453,2.1,5.3,0.392,1.8,3.3,0.551,0.574,0.7,0.8,0.833,0.5,2.7,3.3,1.7,0.5,0,0.3,2.5,10.5
414,Terry Rozier,SG,28,CHO,63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1
415,Ricky Rubio,PG,32,CLE,28,0,17.3,2,5.4,0.367,0.7,2.5,0.268,1.3,2.8,0.456,0.43,0.9,1.2,0.788,0.3,1.9,2.2,3.4,0.9,0.2,1,1.5,5.5
416,D'Angelo Russell,PG,26,TOT,66,66,32.6,6.3,13.5,0.467,2.7,7,0.392,3.6,6.6,0.547,0.568,2.7,3.2,0.841,0.5,2.6,3.1,6.2,1,0.4,2.6,2,18
416,D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,0.465,2.7,7,0.391,3.5,6.4,0.546,0.567,2.6,3.1,0.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9
416,D'Angelo Russell,PG,26,LAL,12,12,30.9,6.6,13.8,0.479,2.7,6.7,0.4,3.9,7.1,0.553,0.576,2.7,3.4,0.78,0.5,2.7,3.2,6.2,0.7,0.6,2.3,1.3,18.5
417,Matt Ryan,SF,25,TOT,33,0,9.3,1.2,3.2,0.374,1,2.5,0.386,0.2,0.7,0.333,0.523,0.3,0.4,0.833,0.1,0.7,0.8,0.5,0.2,0,0.2,0.8,3.7
417,Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,0.306,1.1,2.9,0.371,0.2,1.2,0.143,0.439,0.3,0.4,0.8,0.2,1,1.2,0.3,0.2,0,0.3,1.2,3.9
417,Matt Ryan,SF,25,MIN,21,0,8.4,1.2,2.8,0.431,0.9,2.3,0.396,0.3,0.5,0.6,0.595,0.3,0.3,0.857,0.1,0.5,0.6,0.5,0.1,0,0.2,0.6,3.6
418,Domantas Sabonis,C,26,SAC,74,74,34.8,7.3,11.9,0.611,0.4,1.1,0.354,6.9,10.8,0.637,0.627,4.2,5.5,0.759,3.2,9.3,12.4,7.2,0.8,0.5,2.9,3.6,19.1
419,Luka Šamanić,PF,23,UTA,1,0,25,2,8,0.25,1,4,0.25,1,4,0.25,0.313,4,4,1,0,9,9,4,1,1,2,4,9
420,Dario Šarić,PF,28,TOT,54,12,13.9,2.2,4.8,0.456,0.7,2,0.377,1.5,2.9,0.51,0.533,1.1,1.3,0.838,0.9,2.6,3.5,1.3,0.3,0.1,1,1.8,6.2
420,Dario Šarić,PF,28,PHO,37,12,14.4,2.1,4.8,0.427,0.7,1.9,0.391,1.3,2.9,0.45,0.503,1,1.2,0.818,1.1,2.8,3.8,1.5,0.4,0.1,1,1.9,5.8
420,Dario Šarić,PF,28,OKC,17,0,12.7,2.5,4.9,0.518,0.8,2.2,0.351,1.8,2.7,0.652,0.596,1.2,1.4,0.875,0.5,2.4,2.9,0.9,0.3,0,1.1,1.5,7.1
421,Olivier Sarr,C,23,OKC,6,0,11.2,0.8,2.2,0.385,0.2,1,0.167,0.7,1.2,0.571,0.423,0.5,0.5,1,1.3,1,2.3,0.5,0,0.8,0.5,1.8,2.3
422,Jordan Schakel,SF,24,WAS,2,0,3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.75,0,0,,0,0,0,0.5,0.5,0,0,0.5,1.5
423,Admiral Schofield,PF,25,ORL,33,0,11.7,1.5,3.1,0.475,0.7,1.9,0.355,0.8,1.2,0.667,0.584,0.5,0.6,0.895,0.6,1.1,1.7,0.8,0.2,0.1,0.2,1.7,4.1
424,Dennis Schröder,PG,29,LAL,62,49,30.5,4.2,10,0.418,1.2,3.5,0.338,3,6.5,0.46,0.477,3.3,3.8,0.87,0.3,2.3,2.5,4.5,0.8,0.1,1.7,2.2,12.9
425,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1,0.4,0,0,,0.4,1,0.4,0.4,0,0,,0.2,0,0.2,0,0,0,0,0.2,0.8
426,Alperen Şengün,C,20,HOU,70,67,28.6,5.9,10.6,0.556,0.2,0.7,0.314,5.7,9.9,0.574,0.567,2.7,3.8,0.712,3.2,5.5,8.7,3.8,0.9,0.9,2.5,3.4,14.7
427,Collin Sexton,SG,24,UTA,47,15,24,4.9,9.7,0.507,1,2.5,0.41,3.9,7.2,0.54,0.559,3.4,4.2,0.822,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3
428,Landry Shamet,SG,25,PHO,35,7,21,2.9,7.7,0.383,1.9,5.1,0.378,1,2.5,0.393,0.509,1.2,1.3,0.894,0.3,1.4,1.6,2.2,0.7,0.1,1,1.6,9
429,Day'Ron Sharpe,C,21,BRK,42,2,11.4,2,3.6,0.546,0.1,0.3,0.545,1.8,3.4,0.546,0.566,0.7,1,0.636,2,2.1,4.1,0.8,0.3,0.7,1,2,4.8
430,Shaedon Sharpe,SG,19,POR,75,10,21.5,3.5,7.4,0.474,1.2,3.2,0.369,2.3,4.2,0.554,0.554,0.8,1.1,0.707,0.8,2,2.8,0.9,0.5,0.3,0.9,1.7,8.9
431,Pascal Siakam,C,28,TOR,66,66,37.5,8.8,18.6,0.476,1.3,4.1,0.328,7.5,14.5,0.517,0.512,5.2,6.8,0.767,1.9,6,7.8,5.9,0.8,0.5,2.5,3.3,24.3
432,Chris Silva,PF,26,DAL,1,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,1,2,2
433,Ben Simmons,PG,26,BRK,42,33,26.3,3.2,5.6,0.566,0,0,0,3.2,5.5,0.571,0.566,0.6,1.4,0.439,1,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
434,Marko Simonovic,C,23,CHI,3,0,1.7,0,0.3,0,0,0.3,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0.3,0
435,Anfernee Simons,SG,23,POR,62,62,35,7.5,16.9,0.447,3.4,9.1,0.377,4.1,7.8,0.528,0.548,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1
436,Jericho Sims,C,24,NYK,50,16,15.6,1.6,2.1,0.769,0,0,0,1.6,2.1,0.777,0.769,0.2,0.3,0.75,1.9,2.8,4.6,0.5,0.3,0.6,0.5,1.9,3.4
437,Marcus Smart,PG,28,BOS,58,58,32.3,4,9.7,0.417,1.8,5.4,0.339,2.2,4.2,0.518,0.512,1.5,2,0.757,0.7,2.4,3.1,6.3,1.5,0.4,2.4,2.8,11.4
438,Dennis Smith Jr.,PG,25,CHO,54,15,25.7,3.4,8.4,0.412,0.4,2.1,0.216,3,6.3,0.475,0.438,1.4,2,0.736,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8
439,Dru Smith,SG,25,TOT,12,1,10.9,1.5,3.3,0.45,0.4,1.6,0.263,1.1,1.8,0.619,0.513,0.1,0.1,1,0.2,1.4,1.6,1.3,0.8,0.3,0.2,1.4,3.5
439,Dru Smith,SG,25,MIA,5,1,13.4,1,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0,0,,0.2,1.6,1.8,1,0.8,0.6,0.2,2,2.2
439,Dru Smith,SG,25,BRK,7,0,9.1,1.9,3.7,0.5,0.6,1.9,0.308,1.3,1.9,0.692,0.577,0.1,0.1,1,0.1,1.3,1.4,1.6,0.7,0.1,0.1,1,4.4
440,Ish Smith,PG,34,DEN,38,0,8.7,1.2,2.7,0.431,0.1,0.2,0.333,1.1,2.5,0.438,0.441,0,0.1,0.5,0.1,1.1,1.2,2.1,0.2,0.2,1,0.8,2.4
441,Jabari Smith Jr.,PF,19,HOU,74,74,30.8,4.5,11.2,0.405,1.6,5.1,0.307,3,6.1,0.486,0.474,2,2.6,0.778,1.5,5.7,7.2,1.3,0.6,0.9,1.4,2.9,12.6
442,Jalen Smith,PF,22,IND,65,29,18.4,3.4,7.4,0.468,0.8,2.8,0.272,2.7,4.5,0.59,0.52,1.6,2,0.765,1.8,3.8,5.7,1,0.3,0.8,1.1,2.2,9.2
443,Jeremy Sochan,PF,19,SAS,56,53,26,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11
444,Jaden Springer,SG,20,PHI,14,0,3.8,0.6,1.6,0.409,0,0.1,0,0.6,1.4,0.45,0.409,0.4,0.4,0.833,0.4,0.5,0.9,0.4,0.4,0.1,0.1,0.6,1.6
445,Lamar Stevens,PF,25,CLE,57,23,17.9,2.1,4.6,0.462,0.5,1.5,0.321,1.6,3.1,0.528,0.513,0.6,0.9,0.698,0.8,2.5,3.3,0.5,0.4,0.3,0.4,1.3,5.3
446,Isaiah Stewart,C,21,DET,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.6,4.7,0.542,0.518,2.2,3,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
447,Max Strus,SF,26,MIA,75,28,28.7,4.1,10,0.409,2.4,7.1,0.343,1.7,2.9,0.569,0.531,1,1.2,0.885,0.6,2.7,3.3,2.1,0.6,0.1,0.9,2.1,11.6
448,Jalen Suggs,PG,21,ORL,47,16,23.7,3.5,8.4,0.415,1.1,3.7,0.31,2.3,4.7,0.498,0.483,1.6,2.2,0.709,1,1.9,2.9,3.1,1.3,0.5,1.8,2.3,9.6
449,Edmond Sumner,SG,27,BRK,50,12,14.2,2.4,5.3,0.458,0.6,1.7,0.36,1.8,3.6,0.506,0.517,1.9,2.1,0.923,0.2,1.3,1.5,1.4,0.6,0.2,1,1.6,7.4
450,Cole Swider,SF,23,LAL,6,0,6.7,0.5,1.5,0.333,0.5,1.3,0.375,0,0.2,0,0.5,0,0,,0.2,1,1.2,0.7,0,0,0,0.5,1.5
451,Jae'Sean Tate,SF,27,HOU,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1
452,Jayson Tatum,PF,24,BOS,70,70,37.3,9.8,21.3,0.462,3.2,9.4,0.344,6.6,12,0.554,0.537,7.2,8.4,0.854,1.1,7.8,8.9,4.7,1,0.7,3,2.2,30.1
453,Terry Taylor,PF,23,TOT,28,2,8.4,1.1,2.4,0.478,0.1,0.6,0.222,1,1.8,0.571,0.507,0.2,0.3,0.714,0.8,0.6,1.4,0.4,0.1,0.2,0.3,0.9,2.6
453,Terry Taylor,PF,23,IND,26,2,8.8,1.2,2.5,0.462,0.2,0.7,0.222,1,1.8,0.553,0.492,0.2,0.3,0.714,0.8,0.7,1.5,0.4,0.1,0.2,0.3,0.9,2.7
453,Terry Taylor,PF,23,CHI,2,0,3,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0.5,2
454,Garrett Temple,SG,36,NOP,24,0,6.6,0.8,1.8,0.409,0.5,1,0.44,0.3,0.8,0.368,0.534,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2.1
455,Dalen Terry,SG,20,CHI,32,0,5.4,0.7,1.6,0.46,0.2,0.6,0.316,0.5,1,0.548,0.52,0.2,0.4,0.538,0.3,0.6,0.9,0.6,0.1,0.1,0.2,0.6,1.8
456,Daniel Theis,C,30,IND,7,1,15.6,3,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,1,7
457,Cam Thomas,SG,21,BRK,53,3,16.8,3.5,7.9,0.437,0.8,2.3,0.363,2.6,5.6,0.468,0.49,2.7,3.1,0.861,0.2,1.6,1.7,1.5,0.4,0.1,1.1,1,10.5
